OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,CustomerName,Region,Segment,SignupDate,ProductName,Category,UnitCost,OrderSizeLabel,SegmentType,Quantity_MinMax,UnitPrice_Zscore,OrderYear,OrderMonth,OrderMonthName,OrderQuarter,OrderWeekday,YearMonth,Revenue,Cost,Profit,ProfitMargin%,CustomerLifetimeSpend,CustomerTier,AOV
ORD000023,CUST0204,PRD0042,2023-11-07,11.0,259.69,Customer_204,North,Corporate,2022-05-24,Product_42,Clothing,132.33,Bulk,B2B,0.4878048780487805,-0.33192438171293864,2023,11,November,4,Tuesday,2023-11,2856.59,1455.63,1400.96,49.04,17106.79,Medium Value,2856.59
ORD000024,CUST0236,PRD0008,2023-12-23,13.0,68.43,Customer_236,West,Corporate,2022-07-13,Product_8,Furniture,36.69,Bulk,B2B,0.5853658536585366,-1.2629191576227072,2023,12,December,4,Saturday,2023-12,889.5900000000001,476.96999999999997,412.6200000000002,46.38,27547.510000000002,High Value,889.5900000000001
ORD000025,CUST0100,PRD0024,2023-08-01,10.0,650.79,Customer_100,North,Home Office,2023-06-29,Product_24,Groceries,308.95,Regular,B2B-Home,0.43902439024390244,1.5718299676455811,2023,8,August,3,Tuesday,2023-08,6507.9,3089.5,3418.3999999999996,52.53,21793.51,High Value,6507.9
ORD000026,CUST0240,PRD0016,2024-07-27,3.0,544.93,Customer_240,West,Consumer,2023-02-26,Product_16,Office Supplies,327.74,Regular,B2C,0.0975609756097561,1.0565360903172945,2024,7,July,3,Saturday,2024-07,1634.79,983.22,651.5699999999999,39.86,7942.71,Low Value,1634.79
ORD000027,CUST0068,PRD0049,2023-02-18,13.0,267.83,Customer_68,North,Home Office,2024-01-04,Product_49,Groceries,167.68,Bulk,B2B-Home,0.5853658536585366,-0.29230136866313466,2023,2,February,1,Saturday,2023-02,3481.79,2179.84,1301.9499999999998,37.39,12091.31,Medium Value,3481.79
ORD000028,CUST0133,PRD0026,2023-05-07,11.0,174.95,Customer_133,North,Home Office,2023-05-16,Product_26,Furniture,132.85,Bulk,B2B-Home,0.4878048780487805,-0.7444126035606528,2023,5,May,2,Sunday,2023-05,1924.4499999999998,1461.35,463.0999999999999,24.06,27927.370000000003,High Value,1924.4499999999998
ORD000029,CUST0120,PRD0027,2023-08-11,3.0,370.3,Customer_120,North,Consumer,2024-01-24,Product_27,Electronics,173.05,Regular,B2C,0.0975609756097561,0.20649103271443522,2023,8,August,3,Friday,2023-08,1110.9,519.1500000000001,591.75,53.27,21611.49,High Value,1110.9
ORD000030,CUST0037,PRD0037,2023-10-06,13.0,38.5,Customer_37,West,Consumer,2024-06-15,Product_37,Furniture,25.47,Bulk,B2C,0.5853658536585366,-1.4086091798070604,2023,10,October,4,Friday,2023-10,500.5,331.11,169.39,33.84,26289.41,High Value,500.5
ORD000031,CUST0072,PRD0004,2024-02-12,13.0,110.29,Customer_72,South,Consumer,2023-06-06,Product_4,Electronics,78.69,Bulk,B2C,0.5853658536585366,-1.059157569629489,2024,2,February,1,Monday,2024-02,1433.77,1022.97,410.79999999999995,28.65,24813.85,High Value,1433.77
ORD000032,CUST0127,PRD0050,2024-05-19,1.0,285.21,Customer_127,South,Home Office,2023-08-25,Product_50,Clothing,142.8,Regular,B2B-Home,0.0,-0.20770088134058018,2024,5,May,2,Sunday,2024-05,285.21,142.8,142.40999999999997,49.93,6170.860000000001,Low Value,285.21
ORD000033,CUST0106,PRD0024,2023-10-21,3.0,650.79,Customer_106,South,Corporate,2023-07-31,Product_24,Groceries,308.95,Regular,B2B,0.0975609756097561,1.5718299676455811,2023,10,October,4,Saturday,2023-10,1952.37,926.8499999999999,1025.52,52.53,13823.58,Medium Value,1952.37
ORD000034,CUST0241,PRD0019,2023-10-04,4.0,458.22,Customer_241,South,Consumer,2022-12-05,Product_19,Furniture,269.11,Regular,B2C,0.14634146341463414,0.6344585151884856,2023,10,October,4,Wednesday,2023-10,1832.88,1076.44,756.44,41.27,24028.78,High Value,1832.88
ORD000035,CUST0092,PRD0036,2024-03-13,11.0,291.11,Customer_92,West,Corporate,2024-06-14,Product_36,Clothing,215.37,Bulk,B2B,0.4878048780487805,-0.17898149841750338,2024,3,March,1,Wednesday,2024-03,3202.21,2369.07,833.1399999999999,26.02,32693.739999999998,High Value,3202.21
ORD000036,CUST0031,PRD0060,2023-04-17,11.0,320.42,Customer_31,North,Home Office,2022-04-28,Product_60,Groceries,231.92,Bulk,B2B-Home,0.4878048780487805,-0.036309445286083736,2023,4,April,2,Monday,2023-04,3524.6200000000003,2551.12,973.5000000000005,27.62,17397.95,Medium Value,3524.6200000000003
ORD000037,CUST0122,PRD0039,2024-10-19,5.0,112.92,Customer_122,North,Consumer,2023-12-28,Product_39,Electronics,58.09,Regular,B2C,0.1951219512195122,-1.046355539614626,2024,10,October,4,Saturday,2024-10,564.6,290.45000000000005,274.15,48.56,13334.26,Medium Value,564.6
ORD000038,CUST0137,PRD0010,2024-02-24,3.0,260.5,Customer_137,North,Corporate,2023-02-17,Product_10,Furniture,167.11,Regular,B2B,0.0975609756097561,-0.32798155117604166,2024,2,February,1,Saturday,2024-02,781.5,501.33000000000004,280.16999999999996,35.85,9525.82,Medium Value,781.5
ORD000039,CUST0246,PRD0025,2024-09-02,6.0,143.9,Customer_246,South,Consumer,2022-12-08,Product_25,Clothing,78.88,Regular,B2C,0.24390243902439024,-0.8955544408083695,2024,9,September,3,Monday,2024-09,863.4000000000001,473.28,390.1200000000001,45.18,24314.760000000002,High Value,863.4000000000001
ORD000040,CUST0051,PRD0018,2024-03-04,11.0,291.11,Customer_51,East,Home Office,2023-11-28,Product_18,Groceries,72.5,Bulk,B2B-Home,0.4878048780487805,-0.17898149841750338,2024,3,March,1,Monday,2024-03,3202.21,797.5,2404.71,75.1,22998.519999999997,High Value,3202.21
ORD000041,CUST0029,PRD0019,2024-01-10,14.0,458.22,Customer_29,West,Consumer,2022-04-06,Product_19,Furniture,269.11,Bulk,B2C,0.6341463414634146,0.6344585151884856,2024,1,January,1,Wednesday,2024-01,6415.08,3767.54,2647.54,41.27,35541.26,High Value,6415.08
ORD000042,CUST0206,PRD0036,2023-03-14,12.0,291.11,Customer_206,North,Corporate,2022-02-08,Product_36,Clothing,215.37,Bulk,B2B,0.5365853658536586,-0.17898149841750338,2023,3,March,1,Tuesday,2023-03,3493.32,2584.44,908.8800000000001,26.02,14861.295,Medium Value,3493.32
ORD000043,CUST0040,PRD0010,2024-09-25,5.0,260.5,Customer_40,East,Home Office,2023-12-05,Product_10,Furniture,167.11,Regular,B2B-Home,0.1951219512195122,-0.32798155117604166,2024,9,September,3,Wednesday,2024-09,1302.5,835.5500000000001,466.94999999999993,35.85,15046.16,Medium Value,1302.5
ORD000044,CUST0041,PRD0033,2023-01-30,3.0,406.65,Customer_41,East,Corporate,2023-03-23,Product_33,Groceries,234.59,Regular,B2B,0.0975609756097561,0.3834316376727122,2023,1,January,1,Monday,2023-01,1219.9499999999998,703.77,516.1799999999998,42.31,11456.41,Medium Value,1219.9499999999998
ORD000045,CUST0214,PRD0055,2023-07-07,6.0,540.73,Customer_214,East,Corporate,2022-05-13,Product_55,Groceries,293.69,Regular,B2B,0.24390243902439024,1.0360917838296808,2023,7,July,3,Friday,2023-07,3244.38,1762.1399999999999,1482.2400000000002,45.69,19948.84,High Value,3244.38
ORD000046,CUST0011,PRD0050,2023-12-30,6.0,285.21,Customer_11,East,Consumer,2024-04-10,Product_50,Clothing,142.8,Regular,B2C,0.24390243902439024,-0.20770088134058018,2023,12,December,4,Saturday,2023-12,1711.2599999999998,856.8000000000001,854.4599999999997,49.93,20185.96,High Value,1711.2599999999998
ORD000047,CUST0151,PRD0005,2024-03-26,14.0,160.38,Customer_151,East,Consumer,2023-07-02,Product_5,Office Supplies,117.61,Bulk,B2C,0.6341463414634146,-0.8153348763045895,2024,3,March,1,Tuesday,2024-03,2245.3199999999997,1646.54,598.7799999999997,26.67,25924.43,High Value,2245.3199999999997
ORD000048,CUST0001,PRD0047,2023-07-14,8.0,491.72,Customer_1,East,Corporate,2024-03-30,Product_47,Furniture,240.28,Regular,B2B,0.34146341463414637,0.7975261978873105,2023,7,July,3,Friday,2023-07,3933.76,1922.24,2011.5200000000002,51.13,21904.12,High Value,3933.76
ORD000049,CUST0046,PRD0049,2023-06-05,2.0,267.83,Customer_46,West,Home Office,2022-03-17,Product_49,Groceries,167.68,Regular,B2B-Home,0.04878048780487805,-0.29230136866313466,2023,6,June,2,Monday,2023-06,535.66,335.36,200.29999999999995,37.39,28122.76,High Value,535.66
ORD000050,CUST0101,PRD0035,2023-06-21,1.0,387.88,Customer_101,East,Home Office,2023-11-22,Product_35,Electronics,195.05,Regular,B2B-Home,0.0,0.29206505844116176,2023,6,June,2,Wednesday,2023-06,387.88,195.05,192.82999999999998,49.71,3627.76,Low Value,387.88
ORD000051,CUST0149,PRD0044,2023-02-10,4.0,162.81,Customer_149,North,Consumer,2023-11-20,Product_44,Electronics,105.58,Regular,B2C,0.14634146341463414,-0.8035063846938985,2023,2,February,1,Friday,2023-02,651.24,422.32,228.92000000000002,35.15,20440.949999999997,High Value,651.24
ORD000052,CUST0090,PRD0034,2023-03-04,7.0,138.13,Customer_90,South,Corporate,2022-09-15,Product_34,Clothing,65.97,Regular,B2B,0.2926829268292683,-0.9236410237687344,2023,3,March,1,Saturday,2023-03,966.91,461.78999999999996,505.12,52.24,18871.21,Medium Value,966.91
ORD000053,CUST0110,PRD0033,2023-01-23,11.0,406.65,Customer_110,East,Consumer,2022-02-12,Product_33,Groceries,234.59,Bulk,B2C,0.4878048780487805,0.3834316376727122,2023,1,January,1,Monday,2023-01,4473.15,2580.4900000000002,1892.6599999999994,42.31,11602.22,Medium Value,4473.15
ORD000054,CUST0164,PRD0055,2023-12-26,10.0,540.73,Customer_164,West,Consumer,2024-05-16,Product_55,Groceries,293.69,Regular,B2C,0.43902439024390244,1.0360917838296808,2023,12,December,4,Tuesday,2023-12,5407.3,2936.9,2470.4,45.69,19909.52,High Value,5407.3
ORD000055,CUST0182,PRD0021,2023-03-16,3.0,472.24,Customer_182,East,Corporate,2022-03-17,Product_21,Office Supplies,224.92,Regular,B2B,0.0975609756097561,0.7027035573209489,2023,3,March,1,Thursday,2023-03,1416.72,674.76,741.96,52.37,13319.94,Medium Value,1416.72
ORD000056,CUST0215,PRD0017,2024-07-13,3.0,160.45,Customer_215,East,Corporate,2022-06-12,Product_17,Clothing,106.87,Regular,B2B,0.0975609756097561,-0.8149941378631292,2024,7,July,3,Saturday,2024-07,481.34999999999997,320.61,160.73999999999995,33.39,28338.03,High Value,481.34999999999997
ORD000057,CUST0057,PRD0022,2024-11-02,5.0,365.55,Customer_57,West,Home Office,2024-01-20,Product_22,Office Supplies,230.79,Regular,B2B-Home,0.1951219512195122,0.18336949561534813,2024,11,November,4,Saturday,2024-11,1827.75,1153.95,673.8,36.86,16352.6,Medium Value,1827.75
ORD000058,CUST0001,PRD0048,2023-04-28,5.0,253.91,Customer_1,East,Corporate,2024-03-30,Product_48,Electronics,191.27,Regular,B2B,0.1951219512195122,-0.360059641593512,2023,4,April,2,Friday,2023-04,1269.55,956.35,313.19999999999993,24.67,21904.12,High Value,1269.55
ORD000059,CUST0063,PRD0037,2024-09-03,13.0,38.5,Customer_63,North,Consumer,2022-12-07,Product_37,Furniture,25.47,Bulk,B2C,0.5853658536585366,-1.4086091798070604,2024,9,September,3,Tuesday,2024-09,500.5,331.11,169.39,33.84,14462.820000000002,Medium Value,500.5
ORD000060,CUST0182,PRD0015,2024-01-15,10.0,547.01,Customer_182,East,Corporate,2022-03-17,Product_15,Office Supplies,346.88,Regular,B2B,0.43902439024390244,1.0666608897206844,2024,1,January,1,Monday,2024-01,5470.1,3468.8,2001.3000000000002,36.59,13319.94,Medium Value,5470.1
ORD000061,CUST0055,PRD0035,2024-11-09,3.0,387.88,Customer_55,East,Corporate,2022-02-16,Product_35,Electronics,195.05,Regular,B2B,0.0975609756097561,0.29206505844116176,2024,11,November,4,Saturday,2024-11,1163.6399999999999,585.1500000000001,578.4899999999998,49.71,25584.11,High Value,1163.6399999999999
ORD000062,CUST0115,PRD0028,2023-10-17,9.0,375.61,Customer_115,East,Corporate,2023-08-30,Product_28,Electronics,205.51,Regular,B2B,0.3902439024390244,0.23233847734520421,2023,10,October,4,Tuesday,2023-10,3380.4900000000002,1849.59,1530.9000000000003,45.29,19580.71,High Value,3380.4900000000002
ORD000063,CUST0168,PRD0007,2024-03-15,4.0,723.68,Customer_168,East,Home Office,2024-05-30,Product_7,Clothing,359.22,Regular,B2B-Home,0.14634146341463414,1.9266360390460988,2024,3,March,1,Friday,2024-03,2894.72,1436.88,1457.8399999999997,50.36,8955.15,Low Value,2894.72
ORD000064,CUST0143,PRD0032,2024-10-29,13.0,216.61,Customer_143,West,Home Office,2023-11-07,Product_32,Electronics,119.01,Bulk,B2B-Home,0.5853658536585366,-0.5416245539716065,2024,10,October,4,Tuesday,2024-10,2815.9300000000003,1547.13,1268.8000000000002,45.06,25298.78,High Value,2815.9300000000003
ORD000065,CUST0149,PRD0011,2023-01-07,13.0,816.42,Customer_149,North,Consumer,2023-11-20,Product_11,Groceries,393.04,Bulk,B2C,0.5853658536585366,2.3780657970606964,2023,1,January,1,Saturday,2023-01,10613.46,5109.52,5503.939999999999,51.86,20440.949999999997,High Value,10613.46
ORD000066,CUST0175,PRD0010,2023-07-15,3.0,260.5,Customer_175,West,Consumer,2023-11-30,Product_10,Furniture,167.11,Regular,B2C,0.0975609756097561,-0.32798155117604166,2023,7,July,3,Saturday,2023-07,781.5,501.33000000000004,280.16999999999996,35.85,13309.85,Medium Value,781.5
ORD000067,CUST0201,PRD0009,2024-02-25,11.0,365.6,Customer_201,East,Consumer,2023-04-29,Product_9,Clothing,212.18,Bulk,B2C,0.4878048780487805,0.1836128802163912,2024,2,February,1,Sunday,2024-02,4021.6000000000004,2333.98,1687.6200000000003,41.96,13455.37,Medium Value,4021.6000000000004
ORD000068,CUST0053,PRD0014,2024-07-21,2.0,635.89,Customer_53,East,Consumer,2022-08-08,Product_14,Office Supplies,387.94,Regular,B2C,0.04878048780487805,1.4993013565347606,2024,7,July,3,Sunday,2024-07,1271.78,775.88,495.9,38.99,10522.06,Medium Value,1271.78
ORD000069,CUST0137,PRD0013,2023-07-12,10.0,326.99,Customer_137,North,Corporate,2023-02-17,Product_13,Office Supplies,162.15,Regular,B2B,0.43902439024390244,-0.004328708709030647,2023,7,July,3,Wednesday,2023-07,3269.9,1621.5,1648.4,50.41,9525.82,Medium Value,3269.9
ORD000070,CUST0202,PRD0057,2024-07-12,13.0,133.48,Customer_202,West,Corporate,2023-07-19,Product_57,Electronics,76.59,Bulk,B2B,0.5853658536585366,-0.9462757916657354,2024,7,July,3,Friday,2024-07,1735.2399999999998,995.6700000000001,739.5699999999997,42.62,18852.37,Medium Value,1735.2399999999998
ORD000071,CUST0180,PRD0025,2023-05-28,11.0,143.9,Customer_180,East,Home Office,2023-03-21,Product_25,Clothing,78.88,Bulk,B2B-Home,0.4878048780487805,-0.8955544408083695,2023,5,May,2,Sunday,2023-05,1582.9,867.68,715.2200000000001,45.18,9544.42,Medium Value,1582.9
ORD000072,CUST0057,PRD0002,2024-10-30,9.0,136.86,Customer_57,West,Home Office,2024-01-20,Product_2,Clothing,102.15,Regular,B2B-Home,0.3902439024390244,-0.9298229926352269,2024,10,October,4,Wednesday,2024-10,1231.7400000000002,919.35,312.3900000000002,25.36,16352.6,Medium Value,1231.7400000000002
ORD000073,CUST0117,PRD0035,2023-07-21,4.0,387.88,Customer_117,North,Corporate,2024-06-16,Product_35,Electronics,195.05,Regular,B2B,0.14634146341463414,0.29206505844116176,2023,7,July,3,Friday,2023-07,1551.52,780.2,771.3199999999999,49.71,18738.5,Medium Value,1551.52
ORD000074,CUST0154,PRD0007,2024-03-19,3.0,723.68,Customer_154,East,Consumer,2023-10-25,Product_7,Clothing,359.22,Regular,B2C,0.0975609756097561,1.9266360390460988,2024,3,March,1,Tuesday,2024-03,2171.04,1077.66,1093.3799999999999,50.36,14464.37,Medium Value,2171.04
ORD000075,CUST0169,PRD0021,2024-02-23,7.0,472.24,Customer_169,East,Home Office,2022-03-03,Product_21,Office Supplies,224.92,Regular,B2B-Home,0.2926829268292683,0.7027035573209489,2024,2,February,1,Friday,2024-02,3305.6800000000003,1574.4399999999998,1731.2400000000005,52.37,18288.989999999998,Medium Value,3305.6800000000003
ORD000076,CUST0035,PRD0018,2024-03-02,8.0,141.2,Customer_35,South,Corporate,2022-08-25,Product_18,Groceries,72.5,Regular,B2B,0.34146341463414637,-0.9086972092646928,2024,3,March,1,Saturday,2024-03,1129.6,580.0,549.5999999999999,48.65,9883.67,Medium Value,1129.6
ORD000077,CUST0063,PRD0003,2024-04-23,11.0,136.62,Customer_63,North,Consumer,2022-12-07,Product_3,Electronics,68.47,Bulk,B2C,0.4878048780487805,-0.9309912387202336,2024,4,April,2,Tuesday,2024-04,1502.8200000000002,753.17,749.6500000000002,49.88,14462.820000000002,Medium Value,1502.8200000000002
ORD000078,CUST0244,PRD0042,2024-04-19,14.0,259.69,Customer_244,North,Home Office,2022-12-31,Product_42,Clothing,132.33,Bulk,B2B-Home,0.6341463414634146,-0.33192438171293864,2024,4,April,2,Friday,2024-04,3635.66,1852.6200000000001,1783.0399999999997,49.04,9010.9,Low Value,3635.66
ORD000079,CUST0025,PRD0054,2023-05-06,2.0,103.87,Customer_25,West,Corporate,2023-09-26,Product_54,Office Supplies,54.1,Regular,B2B,0.04878048780487805,-1.090408152403413,2023,5,May,2,Saturday,2023-05,207.74,108.2,99.54,47.92,14677.33,Medium Value,207.74
ORD000080,CUST0090,PRD0039,2024-01-30,7.0,112.92,Customer_90,South,Corporate,2022-09-15,Product_39,Electronics,58.09,Regular,B2B,0.2926829268292683,-1.046355539614626,2024,1,January,1,Tuesday,2024-01,790.44,406.63,383.81000000000006,48.56,18871.21,Medium Value,790.44
ORD000081,CUST0075,PRD0041,2024-07-29,12.0,700.93,Customer_75,North,Corporate,2022-04-10,Product_41,Furniture,396.03,Bulk,B2B,0.5365853658536586,1.8158960455715238,2024,7,July,3,Monday,2024-07,8411.16,4752.36,3658.8,43.5,11561.58,Medium Value,8411.16
ORD000082,CUST0038,PRD0049,2023-11-21,5.0,267.83,Customer_38,North,Consumer,2022-09-29,Product_49,Groceries,167.68,Regular,B2C,0.1951219512195122,-0.29230136866313466,2023,11,November,4,Tuesday,2023-11,1339.1499999999999,838.4000000000001,500.7499999999998,37.39,19394.91,Medium Value,1339.1499999999999
ORD000083,CUST0130,PRD0011,2024-01-27,11.0,816.42,Customer_130,West,Home Office,2023-09-09,Product_11,Groceries,393.04,Bulk,B2B-Home,0.4878048780487805,2.3780657970606964,2024,1,January,1,Saturday,2024-01,8980.619999999999,4323.4400000000005,4657.1799999999985,51.86,29687.56,High Value,8980.619999999999
ORD000084,CUST0135,PRD0039,2024-11-18,5.0,112.92,Customer_135,East,Corporate,2023-05-08,Product_39,Electronics,58.09,Regular,B2B,0.1951219512195122,-1.046355539614626,2024,11,November,4,Monday,2024-11,564.6,290.45000000000005,274.15,48.56,8292.64,Low Value,564.6
ORD000085,CUST0210,PRD0024,2024-09-19,3.0,650.79,Customer_210,North,Home Office,2022-07-05,Product_24,Groceries,308.95,Regular,B2B-Home,0.0975609756097561,1.5718299676455811,2024,9,September,3,Thursday,2024-09,1952.37,926.8499999999999,1025.52,52.53,10350.1,Medium Value,1952.37
ORD000086,CUST0219,PRD0060,2024-03-15,5.0,320.42,Customer_219,West,Corporate,2024-04-22,Product_60,Groceries,231.92,Regular,B2B,0.1951219512195122,-0.036309445286083736,2024,3,March,1,Friday,2024-03,1602.1000000000001,1159.6,442.5000000000002,27.62,5375.400000000001,Low Value,1602.1000000000001
ORD000087,CUST0162,PRD0046,2023-07-23,12.0,400.12,Customer_162,North,Consumer,2022-10-06,Product_46,Office Supplies,305.29,Bulk,B2C,0.5365853658536586,0.35164560877649365,2023,7,July,3,Sunday,2023-07,4801.4400000000005,3663.4800000000005,1137.96,23.7,9306.61,Low Value,4801.4400000000005
ORD000088,CUST0091,PRD0019,2024-04-30,2.0,458.22,Customer_91,West,Consumer,2023-05-12,Product_19,Furniture,269.11,Regular,B2C,0.04878048780487805,0.6344585151884856,2024,4,April,2,Tuesday,2024-04,916.44,538.22,378.22,41.27,4042.44,Low Value,916.44
