OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice
ORD000087,CUST0162,PRD0046,2023-07-23,12.0,400.12
ORD000088,CUST0091,PRD0019,2024-04-30,2.0,458.22
ORD000089,CUST0017,PRD0004,2023-01-31,4.0,110.29
ORD000090,CUST0128,PRD0026,2024-01-23,6.0,174.95
ORD000091,CUST0171,PRD0038,2024-09-16,1.0,199.83
ORD000092,CUST0187,PRD0042,2024-03-09,10.0,259.69
ORD000093,CUST0108,PRD0032,2024-01-11,4.0,216.61
ORD000094,CUST0179,PRD0039,2023-12-10,6.0,112.92
ORD000095,CUST0182,PRD0045,2024-03-18,9.0,554.21
ORD000096,CUST0152,PRD0046,2024-08-01,14.0,400.12
ORD000097,CUST0025,PRD0036,2023-03-16,11.0,291.11
ORD000098,CUST0199,PRD0040,2024-07-10,11.0,37.04
ORD000099,CUST0180,PRD0037,2024-10-27,13.0,38.5
ORD000100,CUST0198,PRD0033,2023-06-04,2.0,406.65
ORD000101,CUST0245,PRD0036,2024-03-05,11.0,291.11
ORD000102,CUST0088,PRD0003,2023-12-29,7.0,136.62
ORD000103,CUST0161,PRD0009,2024-03-23,6.0,365.6
ORD000104,CUST0177,PRD0008,2023-08-22,2.0,68.43
ORD000105,CUST0029,PRD0033,2024-07-16,8.0,406.65
ORD000106,CUST0063,PRD0059,2023-09-19,7.0,460.22
ORD000107,CUST0235,PRD0006,2023-05-05,11.0,100.25
ORD000108,CUST0150,PRD0041,2023-09-02,5.0,700.93
ORD000109,CUST0154,PRD0039,2024-06-25,12.0,112.92
ORD000110,CUST0156,PRD0004,2024-04-29,5.0,110.29
ORD000111,CUST0114,PRD0013,2023-05-02,7.0,326.99
ORD000112,CUST0213,PRD0049,2023-05-05,9.0,267.83
ORD000113,CUST0049,PRD0060,2024-07-02,11.0,320.42
ORD000114,CUST0199,PRD0002,2023-06-19,9.0,136.86
ORD000115,CUST0081,PRD0060,2023-05-04,9.0,320.42
ORD000116,CUST0084,PRD0005,2023-02-04,6.0,160.38
ORD000117,CUST0105,PRD0044,2023-03-28,10.0,162.81
ORD000118,CUST0177,PRD0027,2024-10-07,6.0,370.3
ORD000119,CUST0148,PRD0032,2024-12-08,3.0,216.61
ORD000120,CUST0118,PRD0021,2023-07-20,1.0,472.24
ORD000121,CUST0086,PRD0008,2024-01-04,7.0,68.43
ORD000122,CUST0220,PRD0038,2023-03-18,4.0,199.83
ORD000123,CUST0063,PRD0008,2023-02-28,1.0,68.43
ORD000124,CUST0189,PRD0050,2024-03-06,8.0,285.21
ORD000125,CUST0104,PRD0003,2024-09-29,12.0,136.62
ORD000126,CUST0049,PRD0054,2024-05-14,6.0,103.87
ORD000127,CUST0071,PRD0044,2023-04-19,6.0,162.81
ORD000128,CUST0001,PRD0058,2023-10-05,2.0,45.4
ORD000129,CUST0224,PRD0003,2023-03-09,1.0,136.62
ORD000130,CUST0141,PRD0022,2023-03-10,13.0,365.55
ORD000131,CUST0222,PRD0006,2023-06-14,14.0,100.25
ORD000132,CUST0215,PRD0002,2024-05-03,14.0,136.86
ORD000133,CUST0179,PRD0023,2023-11-01,2.0,201.54
ORD000134,CUST0123,PRD0044,2024-11-04,4.0,162.81
ORD000135,CUST0184,PRD0002,2023-12-31,2.0,136.86
ORD000136,CUST0211,PRD0038,2024-01-14,1.0,199.83
ORD000137,CUST0062,PRD0017,2023-12-09,7.0,160.45
ORD000138,CUST0032,PRD0035,2024-07-07,11.0,387.88
ORD000139,CUST0158,PRD0034,2023-12-20,11.0,138.13
ORD000140,CUST0029,PRD0023,2024-02-20,12.0,201.54
ORD000141,CUST0049,PRD0030,2023-04-19,8.0,67.45
ORD000142,CUST0173,PRD0052,2024-07-16,6.0,476.07
ORD000143,CUST0221,PRD0008,2024-05-11,4.0,68.43
ORD000144,CUST0030,PRD0022,2023-12-07,14.0,365.55
ORD000145,CUST0144,PRD0044,2024-01-18,6.0,162.81
ORD000146,CUST0168,PRD0058,2024-06-16,3.0,45.4
ORD000147,CUST0019,PRD0036,2023-10-27,12.0,291.11
ORD000148,CUST0018,PRD0005,2023-05-19,8.0,160.38
ORD000149,CUST0001,PRD0013,2023-12-25,10.0,326.99
ORD000150,CUST0078,PRD0029,2024-05-13,14.0,154.64
ORD000151,CUST0115,PRD0031,2024-01-20,13.0,490.91
ORD000152,CUST0175,PRD0047,2024-08-26,13.0,491.72
ORD000153,CUST0242,PRD0057,2023-10-07,2.0,133.48
ORD000154,CUST0194,PRD0055,2024-09-28,5.0,540.73
ORD000155,CUST0246,PRD0016,2024-04-27,1.0,544.93
ORD000156,CUST0220,PRD0042,2023-04-21,6.0,259.69
ORD000157,CUST0113,PRD0030,2023-05-19,2.0,67.45
ORD000158,CUST0114,PRD0057,2024-03-10,4.0,133.48
ORD000159,CUST0222,PRD0055,2024-05-23,6.0,540.73
ORD000160,CUST0166,PRD0016,2023-09-30,10.0,544.93
ORD000161,CUST0179,PRD0012,2023-04-09,11.0,78.44
ORD000162,CUST0063,PRD0017,2023-04-14,8.0,160.45
ORD000163,CUST0132,PRD0016,2023-08-02,12.0,544.93
ORD000164,CUST0129,PRD0012,2024-10-25,8.0,78.44
ORD000165,CUST0008,PRD0008,2023-06-14,11.0,68.43
ORD000166,CUST0157,PRD0020,2024-06-03,6.0,532.93
ORD000167,CUST0055,PRD0003,2023-10-11,4.0,136.62
ORD000168,CUST0103,PRD0016,2024-05-31,8.0,544.93
ORD000169,CUST0131,PRD0030,2024-10-18,13.0,67.45
ORD000170,CUST0032,PRD0045,2024-09-04,8.0,554.21
ORD000171,CUST0010,PRD0023,2023-06-13,10.0,201.54
ORD000172,CUST0202,PRD0028,2024-10-20,14.0,375.61
ORD000173,CUST0211,PRD0051,2023-03-05,1.0,502.39
ORD000174,CUST0110,PRD0040,2023-04-01,4.0,37.04
ORD000175,CUST0162,PRD0054,2023-04-27,4.0,103.87
ORD000176,CUST0124,PRD0005,2023-09-24,7.0,160.38
ORD000177,CUST0225,PRD0020,2024-11-15,14.0,532.93
ORD000178,CUST0087,PRD0040,2024-07-12,14.0,37.04
ORD000179,CUST0055,PRD0056,2023-05-20,11.0,
ORD000180,CUST0220,PRD0044,2023-09-03,7.0,162.81
ORD000181,CUST0032,PRD0001,2024-10-22,13.0,133.49
ORD000182,CUST0178,PRD0057,2024-01-30,11.0,133.48
ORD000183,CUST0135,PRD0030,2024-05-01,8.0,67.45
ORD000184,CUST0093,PRD0021,2024-04-20,11.0,472.24
ORD000185,CUST0008,PRD0020,2024-05-31,,532.93
ORD000186,CUST0065,PRD0006,2023-07-03,7.0,100.25
ORD000187,CUST0057,PRD0022,2023-01-20,8.0,365.55
ORD000188,CUST0247,PRD0018,2024-07-11,9.0,141.2
ORD000189,CUST0067,PRD0008,2024-06-07,3.0,68.43
ORD000190,CUST0216,PRD0039,2024-08-04,3.0,112.92
ORD000191,CUST0215,PRD0032,2024-06-12,4.0,216.61
ORD000192,CUST0187,PRD0033,2023-05-27,5.0,406.65
ORD000193,CUST0072,PRD0053,2024-10-27,10.0,742.35
ORD000194,CUST0054,PRD0016,2023-10-31,1.0,544.93
ORD000195,CUST0249,PRD0012,2024-09-11,7.0,78.44
ORD000196,CUST0239,PRD0038,2024-08-04,9.0,199.83
ORD000197,CUST0229,PRD0052,2024-11-25,8.0,476.07
ORD000198,CUST0067,PRD0034,2023-08-16,5.0,138.13
ORD000199,CUST0051,PRD0014,2023-04-12,14.0,635.89
ORD000200,CUST0097,PRD0036,2024-08-09,14.0,291.11
ORD000201,CUST0092,PRD0033,2024-02-21,4.0,406.65
ORD000202,CUST0239,PRD0023,2023-08-04,12.0,201.54
ORD000203,CUST0008,PRD0050,2024-02-11,7.0,285.21
ORD000204,CUST0162,PRD0045,2024-02-03,5.0,554.21
ORD000205,CUST0035,PRD0002,2024-12-15,7.0,136.86
ORD000206,CUST0096,PRD0041,2024-12-04,12.0,700.93
ORD000207,CUST0088,PRD0021,2024-05-13,1.0,472.24
ORD000208,CUST0078,PRD0002,2024-04-09,1.0,136.86
ORD000209,CUST0032,PRD0027,2024-11-21,10.0,370.3
ORD000210,CUST0120,PRD0057,2023-03-23,14.0,133.48
ORD000211,CUST0046,PRD0009,2024-08-26,13.0,365.6
ORD000212,CUST0235,PRD0001,2024-11-17,3.0,133.49
ORD000213,CUST0144,PRD0011,2023-12-31,14.0,816.42
ORD000214,CUST0196,PRD0003,2023-06-12,11.0,136.62
ORD000215,CUST0244,PRD0052,2023-02-17,2.0,476.07
ORD000216,CUST0165,PRD0023,2024-05-25,2.0,201.54
ORD000217,CUST0182,PRD0026,2023-11-25,7.0,174.95
ORD000218,CUST0213,PRD0004,2023-04-26,12.0,110.29
ORD000219,CUST0142,PRD0018,2023-12-03,10.0,141.2
ORD000220,CUST0223,PRD0055,2023-05-27,2.0,540.73
ORD000221,CUST0055,PRD0006,2024-07-28,11.0,100.25
ORD000222,CUST0176,PRD0035,2023-11-19,4.0,387.88
ORD000223,CUST0210,PRD0022,2024-03-18,2.0,365.55
ORD000224,CUST0007,PRD0043,2023-01-13,6.0,674.74
ORD000225,CUST0074,PRD0015,2024-05-08,8.0,547.01
ORD000226,CUST0007,PRD0022,2024-12-01,10.0,365.55
ORD000227,CUST0161,PRD0060,2023-10-14,4.0,320.42
ORD000228,CUST0151,PRD0037,2024-12-20,5.0,38.5
ORD000229,CUST0085,PRD0052,2023-04-24,4.0,476.07
ORD000230,CUST0147,PRD0042,2024-04-24,349.0,259.69
ORD000231,CUST0112,PRD0012,2023-01-22,5.0,78.44
ORD000232,CUST0125,PRD0047,2023-12-15,14.0,491.72
ORD000233,CUST0147,PRD0049,2024-12-26,9.0,267.83
ORD000234,CUST0036,PRD0042,2024-11-13,8.0,259.69
ORD000235,CUST0029,PRD0038,2024-07-19,8.0,199.83
ORD000236,CUST0188,PRD0018,2023-11-16,8.0,141.2
ORD000237,CUST0082,PRD0045,2023-05-06,12.0,554.21
ORD000238,CUST0002,PRD0035,2023-10-04,8.0,387.88
ORD000239,CUST0129,PRD0030,2023-07-23,7.0,67.45
ORD000240,CUST0047,PRD0024,2023-07-13,8.0,650.79
ORD000241,CUST0197,PRD0042,2024-11-11,11.0,259.69
ORD000242,CUST0148,PRD0030,2024-10-25,14.0,67.45
ORD000243,CUST0011,PRD0014,2024-06-30,8.0,635.89
ORD000244,CUST0234,PRD0006,2024-11-26,13.0,100.25
ORD000245,CUST0130,PRD0003,2023-10-13,14.0,136.62
ORD000246,CUST0195,PRD0016,2023-02-26,8.0,544.93
ORD000247,CUST0215,PRD0007,2023-10-30,12.0,723.68
ORD000248,CUST0119,PRD0052,2023-06-12,10.0,476.07
ORD000249,CUST0140,PRD0014,2023-01-19,7.0,635.89
ORD000250,CUST0020,PRD0009,2024-01-05,12.0,365.6
ORD000251,CUST0005,PRD0015,2023-09-21,1.0,547.01
ORD000252,CUST0037,PRD0021,2023-04-23,4.0,472.24
ORD000253,CUST0166,PRD0035,2024-05-02,13.0,387.88
ORD000254,CUST0222,PRD0002,2023-11-23,13.0,136.86
ORD000255,CUST0137,PRD0027,2024-06-25,4.0,370.3
ORD000256,CUST0226,PRD0002,2024-10-08,5.0,136.86
ORD000257,CUST0053,PRD0035,2024-08-01,10.0,387.88
ORD000258,CUST0172,PRD0018,2023-03-06,6.0,141.2
ORD000259,CUST0099,PRD0014,2023-10-19,4.0,635.89
ORD000260,CUST0244,PRD0020,2023-01-25,2.0,532.93
ORD000261,CUST0250,PRD0018,2024-07-02,6.0,141.2
ORD000262,CUST0086,PRD0010,2023-01-01,8.0,260.5
ORD000263,CUST0108,PRD0025,2024-07-02,8.0,143.9
ORD000264,CUST0024,PRD0002,2023-05-21,7.0,136.86
ORD000265,CUST0081,PRD0025,2024-10-09,6.0,143.9
ORD000266,CUST0202,PRD0054,2023-07-07,2.0,103.87
ORD000267,CUST0158,PRD0033,2023-05-08,7.0,406.65
ORD000268,CUST0120,PRD0036,2023-07-20,11.0,291.11
ORD000269,CUST0059,PRD0031,2023-05-07,12.0,490.91
ORD000270,CUST0238,PRD0014,2023-09-14,14.0,635.89
ORD000271,CUST0215,PRD0001,2024-11-06,14.0,133.49
ORD000272,CUST0128,PRD0046,2024-06-30,5.0,400.12
ORD000273,CUST0224,PRD0016,2023-07-13,6.0,544.93
ORD000274,CUST0209,PRD0054,2024-12-03,10.0,103.87
ORD000275,CUST0114,PRD0046,2023-04-14,8.0,400.12
ORD000276,CUST0115,PRD0052,2024-06-18,14.0,476.07
ORD000277,CUST0209,PRD0003,2023-09-22,8.0,136.62
ORD000278,CUST0014,PRD0035,2024-01-19,3.0,387.88
ORD000279,CUST0009,PRD0041,2023-09-17,12.0,700.93
ORD000280,CUST0040,PRD0006,2024-02-18,12.0,100.25
ORD000281,CUST0194,PRD0025,2023-12-24,14.0,143.9
ORD000282,CUST0237,PRD0013,2023-03-16,7.0,326.99
ORD000283,CUST0025,PRD0053,2023-12-21,1.0,742.35
ORD000284,CUST0103,PRD0034,2024-08-06,1.0,138.13
ORD000285,CUST0201,PRD0008,2023-07-07,7.0,68.43
ORD000286,CUST0246,PRD0021,2024-11-15,10.0,472.24
ORD000287,CUST0022,PRD0034,2023-10-17,9.0,138.13
ORD000288,CUST0235,PRD0004,2023-02-14,7.0,110.29
ORD000289,CUST0238,PRD0025,2024-07-26,10.0,143.9
ORD000290,CUST0004,PRD0015,2023-03-24,5.0,547.01
ORD000291,CUST0154,PRD0004,2023-05-03,8.0,110.29
ORD000292,CUST0186,PRD0045,2023-12-24,2.0,554.21
ORD000293,CUST0029,PRD0060,2024-06-11,9.0,320.42
ORD000294,CUST0109,PRD0012,2023-03-07,6.0,78.44
ORD000295,CUST0098,PRD0032,2024-10-18,13.0,216.61
ORD000296,CUST0215,PRD0032,2024-01-10,9.0,216.61
ORD000297,CUST0037,PRD0028,2023-06-11,2.0,375.61
ORD000298,CUST0075,PRD0013,2024-01-15,3.0,326.99
ORD000299,CUST0070,PRD0031,2024-10-17,12.0,490.91
ORD000300,CUST0146,PRD0014,2023-12-24,8.0,635.89
ORD000301,CUST0128,PRD0020,2023-07-07,1.0,
ORD000302,CUST0085,PRD0018,2023-11-18,10.0,141.2
ORD000303,CUST0042,PRD0029,2024-03-25,7.0,154.64
ORD000304,CUST0100,PRD0060,2024-04-18,7.0,320.42
ORD000305,CUST0041,PRD0006,2023-01-13,13.0,100.25
ORD000306,CUST0166,PRD0032,2023-07-03,1.0,216.61
ORD000307,CUST0034,PRD0029,2023-04-21,9.0,154.64
ORD000308,CUST0017,PRD0043,2024-05-22,8.0,674.74
ORD000309,CUST0165,PRD0002,2023-10-17,4.0,136.86
ORD000310,CUST0153,PRD0060,2023-10-22,10.0,320.42
ORD000311,CUST0230,PRD0023,2024-03-26,11.0,201.54
ORD000312,CUST0122,PRD0019,2023-08-03,5.0,458.22
ORD000313,CUST0076,PRD0031,2024-09-23,2.0,490.91
ORD000314,CUST0087,PRD0051,2024-07-20,13.0,502.39
ORD000315,CUST0117,PRD0005,2023-01-27,9.0,160.38
ORD000316,CUST0106,PRD0019,2024-09-21,12.0,458.22
ORD000317,CUST0086,PRD0034,2023-08-19,12.0,138.13
ORD000318,CUST0213,PRD0010,2024-07-18,6.0,260.5
ORD000319,CUST0027,PRD0025,2023-11-17,3.0,143.9
ORD000320,CUST0057,PRD0002,2023-08-21,12.0,136.86
ORD000321,CUST0031,PRD0011,2024-10-31,7.0,816.42
ORD000322,CUST0134,PRD0050,2024-03-12,9.0,285.21
ORD000323,CUST0219,PRD0031,2024-06-16,3.0,490.91
ORD000324,CUST0168,PRD0056,2024-02-07,2.0,711.44
ORD000325,CUST0098,PRD0015,2023-02-22,7.0,547.01
ORD000326,CUST0012,PRD0009,2023-11-09,7.0,365.6
ORD000327,CUST0237,PRD0023,2023-10-08,4.0,201.54
ORD000328,CUST0249,PRD0019,2024-12-26,11.0,458.22
ORD000329,CUST0053,PRD0009,2023-01-31,9.0,365.6
ORD000330,CUST0199,PRD0035,2023-12-03,14.0,387.88
ORD000331,CUST0138,PRD0021,2023-07-02,,472.24
ORD000332,CUST0173,PRD0009,2023-01-23,13.0,365.6
ORD000333,CUST0145,PRD0028,2024-06-27,13.0,375.61
ORD000334,CUST0154,PRD0046,2024-03-21,1.0,400.12
ORD000335,CUST0213,PRD0051,2023-03-15,1.0,502.39
ORD000336,CUST0220,PRD0007,2023-01-10,5.0,723.68
ORD000337,CUST0190,PRD0016,2024-04-28,6.0,544.93
ORD000338,CUST0122,PRD0016,2024-03-31,3.0,544.93
ORD000339,CUST0046,PRD0060,2024-07-19,13.0,320.42
ORD000340,CUST0064,PRD0033,2024-07-17,9.0,406.65
ORD000341,CUST0130,PRD0004,2024-10-21,12.0,110.29
ORD000342,CUST0054,PRD0004,2023-06-09,10.0,110.29
ORD000343,CUST0107,PRD0039,2023-01-14,14.0,112.92
ORD000344,CUST0193,PRD0040,2023-06-27,6.0,37.04
ORD000345,CUST0051,PRD0017,2024-02-16,4.0,160.45
ORD000346,CUST0181,PRD0037,2023-02-22,12.0,38.5
ORD000347,CUST0036,PRD0039,2024-02-12,7.0,112.92
ORD000348,CUST0115,PRD0060,2023-01-22,8.0,320.42
ORD000349,CUST0026,PRD0052,2023-01-30,9.0,476.07
ORD000350,CUST0029,PRD0029,2024-12-03,13.0,154.64
ORD000351,CUST0149,PRD0052,2023-09-17,11.0,476.07
ORD000352,CUST0011,PRD0036,2023-07-24,6.0,291.11
ORD000353,CUST0040,PRD0060,2023-02-28,6.0,320.42
ORD000354,CUST0011,PRD0038,2024-04-15,8.0,199.83
ORD000355,CUST0164,PRD0039,2024-04-10,12.0,112.92
ORD000356,CUST0113,PRD0050,2023-01-12,5.0,285.21
ORD000357,CUST0187,PRD0037,2024-09-22,14.0,38.5
ORD000358,CUST0039,PRD0052,2023-10-17,3.0,
ORD000359,CUST0232,PRD0035,2023-12-20,12.0,387.88
ORD000360,CUST0227,PRD0007,2024-09-30,3.0,723.68
ORD000361,CUST0054,PRD0027,2023-03-16,13.0,370.3
ORD000362,CUST0098,PRD0028,2024-12-16,6.0,375.61
ORD000363,CUST0055,PRD0022,2024-07-14,2.0,365.55
ORD000364,CUST0111,PRD0014,2024-08-13,6.0,635.89
ORD000365,CUST0152,PRD0007,2024-03-16,13.0,723.68
ORD000366,CUST0246,PRD0037,2023-08-29,6.0,38.5
ORD000367,CUST0150,PRD0022,2023-06-03,8.0,365.55
ORD000368,CUST0069,PRD0005,2023-04-06,,160.38
ORD000369,CUST0056,PRD0055,2024-12-26,8.0,540.73
ORD000370,CUST0033,PRD0002,2023-10-21,14.0,136.86
ORD000371,CUST0250,PRD0027,2023-07-28,9.0,370.3
ORD000372,CUST0036,PRD0021,2023-12-09,6.0,472.24
ORD000373,CUST0239,PRD0054,2023-03-29,14.0,103.87
ORD000374,CUST0148,PRD0038,2024-01-25,3.0,199.83
ORD000375,CUST0211,PRD0015,2023-11-21,,547.01
ORD000376,CUST0227,PRD0021,2023-06-06,3.0,472.24
ORD000377,CUST0244,PRD0010,2024-10-29,11.0,260.5
ORD000378,CUST0235,PRD0023,2024-10-12,12.0,201.54
ORD000379,CUST0081,PRD0058,2024-09-24,1.0,45.4
ORD000380,CUST0190,PRD0056,2024-07-30,11.0,711.44
ORD000381,CUST0109,PRD0039,2024-09-10,13.0,112.92
ORD000382,CUST0235,PRD0005,2024-10-20,5.0,160.38
ORD000383,CUST0226,PRD0001,2023-05-17,14.0,133.49
ORD000384,CUST0201,PRD0013,2024-11-04,4.0,326.99
ORD000385,CUST0154,PRD0021,2024-03-03,9.0,472.24
ORD000386,CUST0194,PRD0026,2024-03-27,9.0,174.95
ORD000387,CUST0245,PRD0050,2024-09-03,14.0,285.21
ORD000388,CUST0073,PRD0045,2023-05-21,5.0,554.21
ORD000389,CUST0201,PRD0021,2023-03-24,10.0,472.24
ORD000390,CUST0040,PRD0053,2023-06-26,4.0,742.35
ORD000391,CUST0017,PRD0018,2023-07-17,7.0,141.2
ORD000392,CUST0129,PRD0037,2024-09-15,6.0,38.5
ORD000393,CUST0217,PRD0045,2024-07-21,4.0,554.21
ORD000394,CUST0061,PRD0032,2024-11-21,13.0,216.61
ORD000395,CUST0171,PRD0036,2024-02-25,13.0,291.11
ORD000396,CUST0104,PRD0017,2024-02-05,10.0,160.45
ORD000397,CUST0042,PRD0035,2024-11-28,2.0,387.88
ORD000398,CUST0025,PRD0049,2024-04-15,1.0,267.83
ORD000399,CUST0039,PRD0060,2023-08-06,4.0,320.42
ORD000400,CUST0035,PRD0011,2024-12-29,4.0,816.42
ORD000401,CUST0131,PRD0021,2024-09-23,13.0,472.24
ORD000402,CUST0242,PRD0052,2023-06-24,1.0,476.07
ORD000403,CUST0229,PRD0055,2023-01-23,6.0,540.73
ORD000404,CUST0108,PRD0053,2024-12-25,4.0,742.35
ORD000405,CUST0172,PRD0026,2023-08-23,1.0,174.95
ORD000406,CUST0179,PRD0004,2023-01-13,1.0,110.29
ORD000407,CUST0222,PRD0034,2023-04-11,13.0,138.13
ORD000408,CUST0102,PRD0052,2024-06-19,1.0,476.07
ORD000409,CUST0098,PRD0048,2024-06-06,404.0,253.91
ORD000410,CUST0012,PRD0060,2024-03-27,10.0,320.42
ORD000411,CUST0019,PRD0018,2024-03-06,,141.2
ORD000412,CUST0101,PRD0040,2024-08-28,2.0,37.04
ORD000413,CUST0044,PRD0035,2024-12-13,11.0,387.88
ORD000414,CUST0187,PRD0041,2024-06-16,13.0,700.93
ORD000415,CUST0049,PRD0029,2024-12-23,7.0,154.64
ORD000416,CUST0189,PRD0052,2024-10-13,14.0,476.07
ORD000417,CUST0017,PRD0029,2023-10-20,8.0,154.64
ORD000418,CUST0074,PRD0038,2023-04-11,8.0,199.83
ORD000419,CUST0057,PRD0042,2024-05-16,11.0,259.69
ORD000420,CUST0055,PRD0021,2023-10-31,10.0,472.24
ORD000421,CUST0241,PRD0042,2024-06-23,11.0,259.69
ORD000422,CUST0047,PRD0013,2024-07-06,13.0,326.99
ORD000423,CUST0012,PRD0049,2023-12-21,7.0,267.83
